sampleID,index,dist,timeStamp,duration,sourceID
speaker004_0000,6020711,0.037821024656295776,00:06:16.294437,3.37175,20H-20171205
speaker004_0001,7505993,0.0009996396256610751,00:07:49.124562,7.766375,20H-20171204
speaker004_0002,5494398,0.025990094989538193,00:05:43.399875,7.510375,20H-20171205
speaker004_0003,7661681,0.15615849196910858,00:07:58.855062,12.8650625,20H-20171204
speaker004_0004,8385340,0.033880725502967834,00:08:44.083750,2.9450625,20H-20171204
speaker004_0005,5710205,0.09377528727054596,00:05:56.887812,8.406375,20H-20171205
speaker004_0006,5957728,0.010943583212792873,00:06:12.358000,7.2970625,20H-20171205
speaker004_0007,7505993,0.02290276251733303,00:07:49.124562,1.302375,20H-20171204
speaker004_0008,7505993,0.04900243505835533,00:07:49.124562,2.3690625,20H-20171204
speaker004_0009,7505993,0.008926081471145153,00:07:49.124562,4.20375,20H-20171204
speaker004_0010,7543440,0.057658907026052475,00:07:51.464999,1.878375,20H-20171204
speaker004_0011,7543440,0.053501952439546585,00:07:51.464999,4.1610625,20H-20171204
speaker004_0012,7543440,0.10841886699199677,00:07:51.464999,5.4410625,20H-20171204
speaker004_0013,7611856,0.028650831431150436,00:07:55.740999,1.1530625,20H-20171204
speaker004_0014,5598547,0.0675460696220398,00:05:49.909187,1.00375,20H-20171205
speaker004_0015,5494398,0.003991987556219101,00:05:43.399875,0.982375,20H-20171205
speaker004_0016,5494398,0.01799784041941166,00:05:43.399875,2.02775,20H-20171205
speaker004_0017,5494398,0.0009988636011257768,00:05:43.399875,4.5450625,20H-20171205
speaker004_0018,5494398,0.08395033329725266,00:05:43.399875,6.486375,20H-20171205
speaker004_0019,5583297,0.249283567070961,00:05:48.956062,1.00375,20H-20171205
speaker004_0020,5565904,0.004981919191777706,00:05:47.869000,2.09175,20H-20171205
speaker004_0021,7661680,0.03476448729634285,00:07:58.855000,3.478375,20H-20171204
speaker004_0022,7696851,0.057436082512140274,00:08:01.053187,1.302375,20H-20171204
speaker004_0023,7661681,0.2019488662481308,00:07:58.855062,5.0570625,20H-20171204
speaker004_0024,7720600,0.05710450932383537,00:08:02.537500,1.38775,20H-20171204
speaker004_0025,7661681,0.11434672772884369,00:07:58.855062,8.04375,20H-20171204
speaker004_0026,7787878,0.11233319342136383,00:08:06.742374,4.9930625,20H-20171204
speaker004_0027,7746424,0.011990667320787907,00:08:04.151499,2.774375,20H-20171204
speaker004_0028,8385340,0.04139050468802452,00:08:44.083750,1.2170625,20H-20171204
